5, 3.0, 0.0
10, 0.4, 0.0
15, 0.2, 0.0
20, 0.1, 0.0
25, 0.1, 0.0
30, 0.0, 0.0
35, 0.0, 0.0
40, 0.0, 0.0
45, 0.0, 0.0
50, 0.0, 0.0
55, 0.0, 0.0
60, 0.1, 0.0
65, 0.2, 0.0
70, 0.3, 0.0
75, 0.3, 0.0
80, 0.4, 0.0
85, 0.5, 0.0
90, 0.5, 0.0
95, 0.6, 0.0
100, 0.6, 0.0
105, 0.7, 0.0
110, 0.7, 0.0
115, 0.8, 0.0
120, 0.8, 0.0
125, 0.8, 0.0
130, 0.9, 0.0
135, 0.9, 0.0
140, 0.9, 0.0
145, 0.9, 0.0
150, 0.9, 0.0
155, 0.9, 0.0
160, 1.0, 0.0
165, 1.0, 0.0
170, 1.0, 0.0
175, 1.0, 0.0
180, 1.0, 0.0
185, 1.0, 0.0
190, 1.0, 0.0
195, 1.0, 0.0
200, 1.0, 0.0
205, 1.0, 0.0
210, 1.0, 0.0
215, 1.0, 0.0
220, 1.1, 0.0
225, 1.1, 0.0
230, 1.1, 0.0
235, 1.1, 0.0
240, 1.1, 0.0
245, 1.1, 0.0
250, 1.1, 0.0
255, 1.1, 0.0
260, 1.1, 0.0
265, 1.1, 0.0
270, 1.1, 0.0
275, 1.1, 0.0
280, 1.1, 0.0
285, 1.2, 0.0
290, 1.2, 0.0
295, 1.2, 0.0
300, 1.2, 0.0
