5, 0.0, 0.0
10, 0.0, 0.0
15, 0.0, 0.1
20, 0.0, 0.1
25, 0.0, 0.1
30, 0.0, 0.1
35, 0.0, 0.2
40, 0.0, 0.2
45, 0.0, 0.3
50, 0.0, 0.3
55, 0.0, 0.4
60, 0.0, 0.4
65, 0.0, 0.4
70, 0.0, 0.4
75, 0.0, 0.4
80, 0.0, 0.4
85, 0.0, 0.4
90, 0.0, 0.4
95, 0.0, 0.5
100, 0.0, 0.5
105, 0.0, 0.5
110, 0.0, 0.5
115, 0.0, 0.6
120, 0.0, 0.6
125, 0.0, 0.6
130, 0.0, 0.6
135, 0.0, 0.7
140, 0.0, 0.7
145, 0.0, 0.7
150, 0.0, 0.7
155, 0.0, 0.8
160, 0.0, 0.8
165, 0.0, 0.9
170, 0.0, 0.9
175, 0.0, 0.9
180, 0.0, 0.9
185, 0.0, 0.9
190, 0.0, 1.0
195, 0.0, 1.0
200, 0.0, 1.0
205, 0.0, 1.0
210, 0.0, 1.0
215, 0.0, 1.0
220, 0.0, 1.1
225, 0.0, 1.1
230, 0.0, 1.1
235, 0.0, 1.1
240, 0.0, 1.1
245, 0.0, 1.1
250, 0.0, 1.2
255, 0.0, 1.2
260, 0.0, 1.3
265, 0.0, 1.3
270, 0.0, 1.3
275, 0.0, 1.3
280, 0.0, 1.4
285, 0.0, 1.4
290, 0.0, 1.4
295, 0.0, 1.4
300, 0.0, 1.4
